time,closeAsk,closeBid,volume,BNP.GBPJPY - GBP/JPY_x
2014-10-31T04:00:00.000000Z,176.25,176.125,6280.0,176.1875
2014-10-31T05:00:00.000000Z,177.125,177.125,10096.0,177.125
2014-10-31T06:00:00.000000Z,177.5,177.5,7368.0,177.5
2014-10-31T07:00:00.000000Z,177.875,177.875,8140.0,177.875
2014-10-31T08:00:00.000000Z,178.25,178.25,6576.0,178.25
2014-10-31T09:00:00.000000Z,178.5,178.5,4840.0,178.5
2014-10-31T10:00:00.000000Z,178.875,178.75,4380.0,178.8125
2014-10-31T11:00:00.000000Z,178.625,178.625,4392.0,178.625
2014-10-31T12:00:00.000000Z,178.75,178.75,6064.0,178.75
2014-10-31T13:00:00.000000Z,178.75,178.75,8496.0,178.75
2014-10-31T14:00:00.000000Z,179.375,179.375,6088.0,179.375
2014-10-31T15:00:00.000000Z,179.375,179.375,5608.0,179.375
2014-10-31T16:00:00.000000Z,179.125,179.125,3916.0,179.125
2014-10-31T17:00:00.000000Z,179.375,179.375,2596.0,179.375
2014-10-31T18:00:00.000000Z,179.625,179.5,1653.0,179.5625
2014-10-31T19:00:00.000000Z,179.625,179.625,1972.0,179.625
2014-10-31T20:00:00.000000Z,179.75,179.625,1100.0,179.6875
2014-11-02T22:00:00.000000Z,180.5,180.375,1431.0,180.4375
2014-11-02T23:00:00.000000Z,180.25,180.25,2226.0,180.25
2014-11-03T00:00:00.000000Z,179.875,179.75,3932.0,179.8125
2014-11-03T01:00:00.000000Z,179.875,179.75,2532.0,179.8125
2014-11-03T02:00:00.000000Z,180.0,179.875,1460.0,179.9375
2014-11-03T03:00:00.000000Z,180.0,180.0,930.0,180.0
2014-11-03T04:00:00.000000Z,180.125,180.0,1035.0,180.0625
2014-11-03T05:00:00.000000Z,180.0,180.0,807.0,180.0
2014-11-03T06:00:00.000000Z,180.0,180.0,1145.0,180.0
2014-11-03T07:00:00.000000Z,180.125,180.125,2856.0,180.125
2014-11-03T08:00:00.000000Z,180.5,180.5,3112.0,180.5
2014-11-03T09:00:00.000000Z,180.625,180.625,3120.0,180.625
2014-11-03T10:00:00.000000Z,181.375,181.25,4568.0,181.3125
2014-11-03T11:00:00.000000Z,181.875,181.75,3800.0,181.8125
2014-11-03T12:00:00.000000Z,181.875,181.875,3708.0,181.875
2014-11-03T13:00:00.000000Z,182.125,182.0,3744.0,182.0625
2014-11-03T14:00:00.000000Z,181.875,181.75,3308.0,181.8125
2014-11-03T15:00:00.000000Z,182.5,182.375,7304.0,182.4375
2014-11-03T16:00:00.000000Z,182.125,182.125,4176.0,182.125
2014-11-03T17:00:00.000000Z,182.125,182.125,2021.0,182.125
2014-11-03T18:00:00.000000Z,181.875,181.875,1385.0,181.875
2014-11-03T19:00:00.000000Z,181.75,181.75,2336.0,181.75
2014-11-03T20:00:00.000000Z,181.75,181.75,1787.0,181.75
2014-11-03T21:00:00.000000Z,182.125,182.125,990.0,182.125
2014-11-03T22:00:00.000000Z,181.875,181.75,1479.0,181.8125
2014-11-03T23:00:00.000000Z,181.625,181.625,1207.0,181.625
2014-11-04T00:00:00.000000Z,181.625,181.5,3968.0,181.5625
2014-11-04T01:00:00.000000Z,181.625,181.5,3468.0,181.5625
2014-11-04T02:00:00.000000Z,181.75,181.75,2364.0,181.75
2014-11-04T03:00:00.000000Z,181.75,181.75,2792.0,181.75
2014-11-04T04:00:00.000000Z,181.5,181.5,2092.0,181.5
2014-11-04T05:00:00.000000Z,181.5,181.375,1882.0,181.4375
2014-11-04T06:00:00.000000Z,181.625,181.625,2856.0,181.625
2014-11-04T07:00:00.000000Z,181.625,181.625,2692.0,181.625
2014-11-04T08:00:00.000000Z,181.75,181.75,3056.0,181.75
2014-11-04T09:00:00.000000Z,181.375,181.25,4180.0,181.3125
2014-11-04T10:00:00.000000Z,181.375,181.25,5252.0,181.3125
2014-11-04T11:00:00.000000Z,181.375,181.375,2356.0,181.375
2014-11-04T12:00:00.000000Z,181.5,181.5,2384.0,181.5
2014-11-04T13:00:00.000000Z,181.625,181.625,3044.0,181.625
2014-11-04T14:00:00.000000Z,182.0,182.0,3900.0,182.0
2014-11-04T15:00:00.000000Z,181.375,181.375,6720.0,181.375
2014-11-04T16:00:00.000000Z,181.375,181.375,4082.0,181.375
2014-11-04T17:00:00.000000Z,181.625,181.5,2092.0,181.5625
2014-11-04T18:00:00.000000Z,181.75,181.625,1549.0,181.6875
2014-11-04T19:00:00.000000Z,181.75,181.75,1395.0,181.75
2014-11-04T20:00:00.000000Z,181.875,181.875,1090.0,181.875
2014-11-04T21:00:00.000000Z,181.875,181.75,618.0,181.8125
2014-11-04T22:00:00.000000Z,181.625,181.5,846.0,181.5625
2014-11-04T23:00:00.000000Z,181.75,181.625,1298.0,181.6875
2014-11-05T00:00:00.000000Z,181.875,181.875,2942.0,181.875
2014-11-05T01:00:00.000000Z,181.875,181.875,2118.0,181.875
2014-11-05T02:00:00.000000Z,181.875,181.875,1878.0,181.875
2014-11-05T03:00:00.000000Z,182.125,182.125,1633.0,182.125
2014-11-05T04:00:00.000000Z,182.625,182.625,3884.0,182.625
2014-11-05T05:00:00.000000Z,182.875,182.75,3472.0,182.8125
2014-11-05T06:00:00.000000Z,182.25,182.25,4132.0,182.25
2014-11-05T07:00:00.000000Z,182.5,182.5,4632.0,182.5
2014-11-05T08:00:00.000000Z,182.5,182.5,4272.0,182.5
2014-11-05T09:00:00.000000Z,182.0,182.0,5760.0,182.0
2014-11-05T10:00:00.000000Z,181.875,181.875,5192.0,181.875
2014-11-05T11:00:00.000000Z,182.125,182.125,3236.0,182.125
2014-11-05T12:00:00.000000Z,182.625,182.5,4264.0,182.5625
2014-11-05T13:00:00.000000Z,183.125,183.125,6952.0,183.125
2014-11-05T14:00:00.000000Z,183.25,183.25,4912.0,183.25
2014-11-05T15:00:00.000000Z,183.0,182.875,7156.0,182.9375
2014-11-05T16:00:00.000000Z,183.25,183.25,3232.0,183.25
2014-11-05T17:00:00.000000Z,183.25,183.125,2372.0,183.1875
2014-11-05T18:00:00.000000Z,183.25,183.25,1276.0,183.25
2014-11-05T19:00:00.000000Z,183.25,183.25,957.0,183.25
2014-11-05T20:00:00.000000Z,183.375,183.375,1076.0,183.375
2014-11-05T21:00:00.000000Z,183.25,183.125,746.0,183.1875
2014-11-05T22:00:00.000000Z,183.125,183.125,954.0,183.125
2014-11-05T23:00:00.000000Z,183.0,183.0,1233.0,183.0
2014-11-06T00:00:00.000000Z,182.875,182.875,2722.0,182.875
2014-11-06T01:00:00.000000Z,183.5,183.5,3626.0,183.5
2014-11-06T02:00:00.000000Z,183.625,183.625,4020.0,183.625
2014-11-06T03:00:00.000000Z,184.0,184.0,5272.0,184.0
2014-11-06T04:00:00.000000Z,182.75,182.75,8984.0,182.75
2014-11-06T05:00:00.000000Z,182.75,182.625,6112.0,182.6875
2014-11-06T06:00:00.000000Z,183.0,182.875,3356.0,182.9375
2014-11-06T07:00:00.000000Z,183.0,183.0,2680.0,183.0
2014-11-06T08:00:00.000000Z,183.125,183.125,4512.0,183.125
2014-11-06T09:00:00.000000Z,182.875,182.875,4364.0,182.875
2014-11-06T10:00:00.000000Z,182.75,182.75,4296.0,182.75
2014-11-06T11:00:00.000000Z,183.0,182.875,2744.0,182.9375
2014-11-06T12:00:00.000000Z,182.625,182.5,3008.0,182.5625
2014-11-06T13:00:00.000000Z,182.75,182.75,9720.0,182.75
2014-11-06T14:00:00.000000Z,182.375,182.375,7308.0,182.375
2014-11-06T15:00:00.000000Z,182.5,182.375,6392.0,182.4375
2014-11-06T16:00:00.000000Z,182.25,182.25,4656.0,182.25
2014-11-06T17:00:00.000000Z,182.0,182.0,2994.0,182.0
2014-11-06T18:00:00.000000Z,182.125,182.0,2768.0,182.0625
2014-11-06T19:00:00.000000Z,182.0,182.0,1236.0,182.0
2014-11-06T20:00:00.000000Z,182.375,182.375,1829.0,182.375
2014-11-06T21:00:00.000000Z,182.375,182.375,858.0,182.375
2014-11-06T22:00:00.000000Z,182.5,182.5,1035.0,182.5
2014-11-06T23:00:00.000000Z,182.5,182.5,1421.0,182.5
2014-11-07T00:00:00.000000Z,182.375,182.375,4040.0,182.375
2014-11-07T01:00:00.000000Z,182.5,182.5,3100.0,182.5
2014-11-07T02:00:00.000000Z,182.5,182.5,1807.0,182.5
2014-11-07T03:00:00.000000Z,182.5,182.5,1973.0,182.5
2014-11-07T04:00:00.000000Z,182.625,182.625,2360.0,182.625
2014-11-07T05:00:00.000000Z,182.625,182.625,2436.0,182.625
2014-11-07T06:00:00.000000Z,182.75,182.625,2348.0,182.6875
2014-11-07T07:00:00.000000Z,182.5,182.5,2904.0,182.5
2014-11-07T08:00:00.000000Z,182.375,182.25,3696.0,182.3125
2014-11-07T09:00:00.000000Z,182.25,182.25,3124.0,182.25
2014-11-07T10:00:00.000000Z,182.375,182.375,2628.0,182.375
2014-11-07T11:00:00.000000Z,182.375,182.375,2142.0,182.375
2014-11-07T12:00:00.000000Z,182.5,182.375,2804.0,182.4375
2014-11-07T13:00:00.000000Z,182.25,182.25,12648.0,182.25
2014-11-07T14:00:00.000000Z,181.625,181.625,10992.0,181.625
2014-11-07T15:00:00.000000Z,182.125,182.125,8800.0,182.125
2014-11-07T16:00:00.000000Z,181.75,181.75,4572.0,181.75
2014-11-07T17:00:00.000000Z,181.75,181.75,2540.0,181.75
2014-11-07T18:00:00.000000Z,181.375,181.375,4048.0,181.375
2014-11-07T19:00:00.000000Z,181.75,181.75,2750.0,181.75
2014-11-07T20:00:00.000000Z,182.0,181.875,2840.0,181.9375
2014-11-07T21:00:00.000000Z,182.0,181.75,859.0,181.875
2014-11-09T22:00:00.000000Z,181.875,181.875,701.0,181.875
2014-11-09T23:00:00.000000Z,181.875,181.875,1427.0,181.875
2014-11-10T00:00:00.000000Z,181.5,181.5,3176.0,181.5
2014-11-10T01:00:00.000000Z,181.625,181.5,3050.0,181.5625
2014-11-10T02:00:00.000000Z,181.625,181.625,3000.0,181.625
2014-11-10T03:00:00.000000Z,181.625,181.625,1864.0,181.625
2014-11-10T04:00:00.000000Z,181.5,181.5,1425.0,181.5
2014-11-10T05:00:00.000000Z,181.625,181.5,2758.0,181.5625
2014-11-10T06:00:00.000000Z,181.5,181.5,1595.0,181.5
2014-11-10T07:00:00.000000Z,181.25,181.25,4104.0,181.25
2014-11-10T08:00:00.000000Z,181.125,181.125,4204.0,181.125
2014-11-10T09:00:00.000000Z,181.375,181.375,2758.0,181.375
